지역구분,상권코드명
중랑구,겸재로50길
중랑구,겸재로50나길
중랑구,겸재로54가길
중랑구,겸재로54길
중랑구,겸재로64길
중랑구,겸재로7길
중랑구,겸재로9길
중랑구,답십리로75길
중랑구,답십리로77가길
중랑구,답십리로77길
중랑구,답십리로81길
중랑구,답십리로83길
중랑구,답십리로85길
중랑구,답십리로87길
중랑구,동일로100길
중랑구,동일로101길
중랑구,동일로102길
중랑구,동일로104길
중랑구,동일로105길
중랑구,동일로107길
중랑구,동일로109가길
중랑구,동일로109길
중랑구,동일로91가길
중랑구,동일로91길
중랑구,동일로92길
중랑구,동일로95가길
중랑구,동일로95길
중랑구,동일로95나길
중랑구,동일로96가길
중랑구,동일로96길
중랑구,동일로96나길
중랑구,동일로99길
중랑구,망우로26길
중랑구,망우로30길
중랑구,망우로32길
중랑구,면목로21길
중랑구,면목로22길
중랑구,면목로23길
중랑구,면목로24길
중랑구,면목로27가길
중랑구,면목로27길
중랑구,면목로27나길
중랑구,면목로27다길
중랑구,면목로28길
중랑구,면목로29길
중랑구,면목로30가길
중랑구,면목로30길
중랑구,면목로30나길
중랑구,면목로31길
중랑구,면목로33길
중랑구,면목로34길
중랑구,면목로35길
중랑구,면목로36길
중랑구,면목로37길
중랑구,면목로38가길
중랑구,면목로38길
중랑구,면목로38나길
중랑구,면목로39길
중랑구,면목로40길
중랑구,면목로42길
중랑구,면목로43길
중랑구,면목로44가길
중랑구,면목로44길
중랑구,면목로44나길
중랑구,면목로44다길
중랑구,면목로44라길
중랑구,면목로44마길
중랑구,면목로44바길
중랑구,면목로45길
중랑구,면목로47길
중랑구,면목로48길
중랑구,면목로49길
중랑구,면목로51길
중랑구,면목로52길
중랑구,면목로53길
중랑구,면목로54길
중랑구,면목로55가길
중랑구,면목로55길
중랑구,면목로56가길
중랑구,면목로56길
중랑구,면목로56나길
중랑구,면목로57길
중랑구,면목로58길
중랑구,면목로60길
중랑구,면목로61길
중랑구,면목로63길
중랑구,면목로64길
중랑구,면목로65길
중랑구,면목로66길
중랑구,면목로68길
중랑구,면목로69길
중랑구,면목로72가길
중랑구,면목로72길
중랑구,면목로73가길
중랑구,면목로73길
중랑구,면목로74길
중랑구,면목로76길
중랑구,면목로78길
중랑구,면목로79길
중랑구,면목로80길
중랑구,면목로84가길
중랑구,면목로84길
중랑구,면목로84나길
중랑구,면목천로19길
중랑구,면목천로23길
중랑구,면목천로6길
중랑구,봉우재로12길
중랑구,봉우재로13길
중랑구,봉우재로14길
중랑구,봉우재로16길
중랑구,봉우재로1길
중랑구,봉우재로20가길
중랑구,봉우재로20길
중랑구,봉우재로22길
중랑구,봉우재로26길
중랑구,봉우재로28길
중랑구,봉우재로2길
중랑구,봉우재로32길
중랑구,봉우재로36길
중랑구,봉우재로40길
중랑구,봉우재로48길
중랑구,봉우재로5길
중랑구,봉우재로6길
중랑구,사가정로31길
중랑구,사가정로37길
중랑구,사가정로39길
중랑구,사가정로41길
중랑구,사가정로42길
중랑구,사가정로43길
중랑구,사가정로45길
중랑구,사가정로46가길
중랑구,사가정로46길
중랑구,사가정로46나길
중랑구,사가정로49길
중랑구,사가정로50길
중랑구,사가정로51길
중랑구,사가정로52길
중랑구,사가정로53길
중랑구,사가정로54길
중랑구,사가정로60길
중랑구,사가정로62길
중랑구,사가정로64가길
중랑구,사가정로64길
중랑구,사가정로71길
중랑구,사가정로72길
중랑구,상봉로11길
중랑구,상봉로15가길
중랑구,상봉로15길
중랑구,상봉로15나길
중랑구,상봉로15다길
중랑구,상봉로15라길
중랑구,상봉로15마길
중랑구,상봉로17길
중랑구,상봉로19길
중랑구,상봉로1길
중랑구,상봉로5길
중랑구,용마산로36길
중랑구,용마산로40길
중랑구,용마산로45길
중랑구,용마산로51길
중랑구,용마산로52길
중랑구,용마산로53길
중랑구,용마산로58길
중랑구,용마산로60가길
중랑구,용마산로60길
중랑구,용마산로62길
중랑구,용마산로70길
중랑구,용마산로72길
중랑구,용마산로77길
중랑구,용마산로79길
중랑구,용마산로81길
중랑구,용마산로84길
중랑구,용마산로86길
중랑구,용마산로89길
중랑구,용마산로90길
중랑구,용마산로93길
중랑구,용마산로94가길
중랑구,용마산로94길
중랑구,용마산로94나길
중랑구,용마산로94다길
중랑구,용마산로96길
중랑구,중랑천로10길
중랑구,중랑천로2길
중랑구,중랑천로5길
중랑구,중랑천로8길
중랑구,망우로
중랑구,봉화산로
중랑구,상봉중앙로
중랑구,동일로110길
중랑구,동일로111길
중랑구,동일로112길
중랑구,동일로114길
중랑구,동일로116길
중랑구,동일로118길
중랑구,동일로120길
중랑구,동일로126가길
중랑구,동일로126길
중랑구,동일로126나길
중랑구,동일로126다길
중랑구,동일로126라길
중랑구,망우로36길
중랑구,망우로38길
중랑구,망우로42길
중랑구,망우로43길
중랑구,망우로48길
중랑구,망우로50길
중랑구,망우로52길
중랑구,망우로55길
중랑구,면목로85길
중랑구,면목로88길
중랑구,면목로90길
중랑구,면목로91길
중랑구,면목로92가길
중랑구,면목로92길
중랑구,면목로92나길
중랑구,면목로92다길
중랑구,면목로92라길
중랑구,면목로94길
중랑구,면목로95길
중랑구,면목로96길
중랑구,봉우재로19길
중랑구,봉우재로25길
중랑구,봉우재로33길
중랑구,봉우재로37가길
중랑구,봉우재로37길
중랑구,봉우재로41길
중랑구,봉우재로43길
중랑구,봉우재로49길
중랑구,봉화산로26가길
중랑구,봉화산로30길
중랑구,봉화산로35길
중랑구,봉화산로38길
중랑구,봉화산로41길
중랑구,봉화산로42길
중랑구,봉화산로43길
중랑구,봉화산로44길
중랑구,봉화산로45길
중랑구,봉화산로48길
중랑구,상봉로23길
중랑구,상봉로25가길
중랑구,상봉로25길
중랑구,상봉로25나길
중랑구,상봉중앙로10길
중랑구,상봉중앙로1가길
중랑구,상봉중앙로1길
중랑구,상봉중앙로1나길
중랑구,상봉중앙로1다길
중랑구,상봉중앙로3길
중랑구,상봉중앙로5가길
중랑구,상봉중앙로5길
중랑구,상봉중앙로5나길
중랑구,상봉중앙로5다길
중랑구,상봉중앙로6가길
중랑구,상봉중앙로6길
중랑구,상봉중앙로6나길
중랑구,상봉중앙로8가길
중랑구,상봉중앙로8길
중랑구,상봉중앙로8나길
중랑구,상봉중앙로8다길
중랑구,상봉중앙로9길
중랑구,송림길
중랑구,신내로7가길
중랑구,신내로7나길
중랑구,신내로7다길
중랑구,중랑천로12길
중랑구,중랑역로
중랑구,동일로121가길
중랑구,동일로121길
중랑구,동일로123가길
중랑구,동일로123길
중랑구,동일로123나길
중랑구,동일로124길
중랑구,동일로129길
중랑구,동일로130길
중랑구,동일로134길
중랑구,동일로135길
중랑구,동일로136가길
중랑구,동일로136길
중랑구,동일로136나길
중랑구,동일로138길
중랑구,동일로139가길
중랑구,동일로139길
중랑구,동일로139나길
중랑구,동일로139다길
중랑구,동일로139라길
중랑구,동일로140길
중랑구,동일로143길
중랑구,동일로144가길
중랑구,동일로144길
중랑구,망우로25길
중랑구,봉화산로10길
중랑구,봉화산로15길
중랑구,봉화산로16길
중랑구,봉화산로19길
중랑구,봉화산로1길
중랑구,봉화산로20길
중랑구,봉화산로21길
중랑구,봉화산로22길
중랑구,봉화산로24길
중랑구,봉화산로26길
중랑구,봉화산로27가길
중랑구,봉화산로27길
중랑구,봉화산로27나길
중랑구,봉화산로27다길
중랑구,봉화산로2길
중랑구,봉화산로31길
중랑구,봉화산로33길
중랑구,봉화산로3길
중랑구,봉화산로4길
중랑구,봉화산로6길
중랑구,봉화산로7길
중랑구,봉화산로8길
중랑구,봉화산로9길
중랑구,중랑역로11길
중랑구,중랑역로13길
중랑구,중랑역로14길
중랑구,중랑역로15길
중랑구,중랑역로17길
중랑구,중랑역로18길
중랑구,중랑역로21길
중랑구,중랑역로29길
중랑구,중랑역로3가길
중랑구,중랑역로3길
중랑구,중랑역로3나길
중랑구,중랑역로3다길
중랑구,중랑역로4길
중랑구,중랑역로5길
중랑구,중랑역로6길
중랑구,중랑역로9길
중랑구,중랑천로14길
중랑구,중랑천로15길
중랑구,중랑천로17가길
중랑구,중랑천로17길
중랑구,중랑천로17나길
중랑구,중랑천로18길
중랑구,중랑천로19길
중랑구,중랑천로20길
중랑구,중랑천로24길
중랑구,중랑천로25길
중랑구,중랑천로29길
중랑구,중랑천로30길
중랑구,중랑천로36길
중랑구,공릉로
중랑구,숙선옹주로
중랑구,신내로
중랑구,공릉로12가길
중랑구,공릉로12길
중랑구,공릉로12나길
중랑구,공릉로13길
중랑구,공릉로14길
중랑구,공릉로16길
중랑구,공릉로18길
중랑구,공릉로2가길
중랑구,공릉로2길
중랑구,공릉로2나길
중랑구,공릉로2다길
중랑구,공릉로2라길
중랑구,공릉로4길
중랑구,동일로145길
중랑구,동일로146길
중랑구,동일로148가길
중랑구,동일로148길
중랑구,동일로148나길
중랑구,동일로149가길
중랑구,동일로149길
중랑구,동일로149나길
중랑구,동일로149다길
중랑구,동일로151길
중랑구,동일로152길
중랑구,동일로154길
중랑구,동일로156길
중랑구,동일로157가길
중랑구,동일로157길
중랑구,동일로157나길
중랑구,동일로157다길
중랑구,동일로157라길
중랑구,동일로159길
중랑구,동일로160길
중랑구,동일로161길
중랑구,동일로163길
중랑구,동일로165길
중랑구,동일로169가길
중랑구,동일로169길
중랑구,동일로172길
중랑구,숙선옹주로3길
중랑구,숙선옹주로5길
중랑구,숙선옹주로7길
중랑구,숙선옹주로9길
중랑구,신내로15길
중랑구,신내로21길
중랑구,신내로23길
중랑구,신내로25가길
중랑구,신내로25길
중랑구,중랑역로43길
중랑구,중랑역로47길
중랑구,중랑역로49길
중랑구,중랑역로50길
중랑구,중랑역로53길
중랑구,중랑천로50길
중랑구,중랑천로56길
중랑구,양원역로
중랑구,용마공원로
중랑구,신내역로
중랑구,겸재로61가길
중랑구,겸재로61길
중랑구,망우로58길
중랑구,망우로60길
중랑구,망우로62길
중랑구,망우로63길
중랑구,망우로66길
중랑구,망우로67가길
중랑구,망우로67길
중랑구,망우로68길
중랑구,망우로70길
중랑구,망우로71가길
중랑구,망우로71길
중랑구,망우로72가길
중랑구,망우로72길
중랑구,망우로73길
중랑구,망우로74가길
중랑구,망우로74길
중랑구,망우로75길
중랑구,망우로76길
중랑구,망우로77길
중랑구,망우로78길
중랑구,망우로80길
중랑구,망우로81길
중랑구,양원역로6가길
중랑구,망우로87길
중랑구,망우로91길
중랑구,봉우재로51길
중랑구,봉우재로53길
중랑구,봉우재로54길
중랑구,봉우재로55길
중랑구,봉우재로57가길
중랑구,봉우재로57길
중랑구,봉우재로58길
중랑구,봉우재로59길
중랑구,봉우재로63길
중랑구,봉우재로64길
중랑구,봉우재로65가길
중랑구,봉우재로65길
중랑구,봉우재로69길
중랑구,봉우재로70길
중랑구,봉우재로71길
중랑구,상봉로12가길
중랑구,상봉로12길
중랑구,상봉로14길
중랑구,상봉로16가길
중랑구,상봉로16길
중랑구,상봉로18길
중랑구,상봉로20길
중랑구,상봉로26길
중랑구,상봉로28길
중랑구,신내로1길
중랑구,양원역로10길
중랑구,양원역로12길
중랑구,양원역로13길
중랑구,양원역로16길
중랑구,양원역로4길
중랑구,양원역로8길
중랑구,용마공원로10가길
중랑구,용마공원로10길
중랑구,용마공원로13길
중랑구,용마공원로18길
중랑구,용마공원로20길
중랑구,용마공원로2길
중랑구,용마공원로3길
중랑구,용마공원로4길
중랑구,용마공원로5가길
중랑구,용마공원로5길
중랑구,용마공원로9길
중랑구,용마산로100길
중랑구,용마산로101길
중랑구,용마산로102길
중랑구,용마산로105길
중랑구,용마산로106길
중랑구,용마산로109길
중랑구,용마산로111길
중랑구,용마산로112가길
중랑구,용마산로112길
중랑구,용마산로112나길
중랑구,용마산로113길
중랑구,용마산로114길
중랑구,용마산로115가길
중랑구,용마산로115길
중랑구,용마산로115나길
중랑구,용마산로116길
중랑구,용마산로117길
중랑구,용마산로118길
중랑구,용마산로120길
중랑구,용마산로122길
중랑구,용마산로132길
중랑구,용마산로136가길
중랑구,용마산로136길
중랑구,용마산로96가길
중랑구,용마산로96나길
중랑구,용마산로99길
중랑구,구리포천고속도로
중랑구,경춘북로
중랑구,망우로65가길
중랑구,망우로65길
중랑구,망우로65나길
중랑구,봉화산로52길
중랑구,봉화산로53길
중랑구,봉화산로54가길
중랑구,봉화산로54길
중랑구,봉화산로56길
중랑구,신내로10가길
중랑구,신내로10길
중랑구,신내로12길
중랑구,신내로14길
중랑구,신내로17길
중랑구,신내로18길
중랑구,신내로19길
중랑구,신내로3길
중랑구,신내로4길
중랑구,신내로7길
중랑구,신내로8길
중랑구,신내로9길
중랑구,용마산로117가길
중랑구,용마산로125가길
중랑구,용마산로125길
중랑구,용마산로125나길
중랑구,용마산로129가길
중랑구,용마산로129길
중랑구,용마산로129나길
중랑구,용마산로139가길
중랑구,용마산로139길
중랑구,용마산로139나길
중랑구,용마산로139다길
중랑구,용마산로142길
중랑구,신내로16길
중랑구,신내역로1길
중랑구,신내역로1가길
중랑구,신내역로3길
성북구,북악산로
성북구,혜화로
성북구,선잠로
성북구,성북로
성북구,대사관로
성북구,대사관로11가길
성북구,대사관로11길
성북구,대사관로11나길
성북구,대사관로13길
성북구,대사관로1길
성북구,대사관로3길
성북구,대사관로5가길
성북구,대사관로5길
성북구,대사관로7길
성북구,대사관로8길
성북구,대사관로9길
성북구,북악산로1길
성북구,선잠로2가길
성북구,선잠로2길
성북구,선잠로2나길
성북구,선잠로2다길
성북구,선잠로2라길
성북구,선잠로3가길
성북구,선잠로3길
성북구,선잠로5가길
성북구,선잠로5길
성북구,선잠로5나길
성북구,선잠로5다길
성북구,선잠로5라길
성북구,선잠로5마길
성북구,선잠로7길
성북구,선잠로8길
성북구,성북로10가길
성북구,성북로10길
성북구,성북로10나길
성북구,성북로10다길
성북구,성북로12길
성북구,성북로13길
성북구,성북로14가길
성북구,성북로14길
성북구,성북로14나길
성북구,성북로14다길
성북구,성북로14라길
성북구,성북로15길
성북구,성북로16가길
성북구,성북로16길
성북구,성북로18길
성북구,성북로19길
성북구,성북로21길
성북구,성북로23가길
성북구,성북로23길
성북구,성북로23나길
성북구,성북로23다길
성북구,성북로23라길
성북구,성북로23마길
성북구,성북로23바길
성북구,성북로24가길
성북구,성북로24길
성북구,성북로26가길
성북구,성북로26길
성북구,성북로27길
성북구,성북로28가길
성북구,성북로28길
성북구,성북로29길
성북구,성북로31가길
성북구,성북로31길
성북구,성북로4길
성북구,성북로6가길
성북구,성북로6길
성북구,성북로8가길
성북구,성북로8길
성북구,성북로8나길
성북구,성북로8다길
성북구,성북로8라길
성북구,성북로9길
성북구,창경궁로35다길
성북구,창경궁로
성북구,성북로5길
성북구,성북로7길
성북구,창경궁로35길
성북구,창경궁로43길
성북구,동소문로
성북구,아리랑로
성북구,정릉로
성북구,동소문로26가길
성북구,동소문로29길
성북구,동소문로31길
성북구,동소문로32길
성북구,동소문로34길
성북구,동소문로35가길
성북구,동소문로35길
성북구,보문로34다길
성북구,북악산로15길
성북구,북악산로17길
성북구,북악산로22길
성북구,아리랑로12길
성북구,아리랑로16길
성북구,아리랑로19다길
성북구,아리랑로5길
성북구,아리랑로6가길
성북구,아리랑로6나길
성북구,아리랑로6다길
성북구,아리랑로7길
성북구,정릉로44길
성북구,정릉로46길
성북구,정릉로48길
성북구,정릉로52길
성북구,흥천사길
성북구,동소문로3길
성북구,동소문로5길
성북구,동소문로7길
성북구,성북로2길
성북구,동소문로2길
성북구,동소문로6길
성북구,동소문로8길
성북구,동소문로10길
성북구,보문로39길
성북구,동소문로11길
성북구,동소문로13가길
성북구,동소문로13길
성북구,보문로
성북구,동소문로18길
성북구,동소문로20길
성북구,보문로38길
성북구,보문로40길
성북구,동소문로13나길
성북구,동소문로15길
성북구,동소문로17길
성북구,아리랑로3길
성북구,삼선교로
성북구,삼선교로10가길
성북구,삼선교로10길
성북구,삼선교로10나길
성북구,삼선교로10다길
성북구,삼선교로10라길
성북구,삼선교로10마길
성북구,삼선교로10바길
성북구,삼선교로2가길
성북구,삼선교로2길
성북구,삼선교로4가길
성북구,삼선교로4길
성북구,삼선교로4나길
성북구,삼선교로4다길
성북구,삼선교로4라길
성북구,삼선교로4마길
성북구,삼선교로6길
성북구,삼선교로8길
성북구,낙산길
성북구,보문로29다길
성북구,삼선교로11길
성북구,삼선교로12길
성북구,삼선교로14길
성북구,삼선교로16가길
성북구,삼선교로16길
성북구,보문로29길
성북구,보문로31길
성북구,삼선교로16나길
성북구,삼선교로18가길
성북구,삼선교로18길
성북구,삼선교로20길
성북구,보문로34길
성북구,보문로35길
성북구,보문로36길
성북구,보문로37길
성북구,삼선교로23가길
성북구,삼선교로23길
성북구,보문로29가길
성북구,보문로29나길
성북구,보문로30길
성북구,보문로32길
성북구,삼선교로18나길
성북구,삼선교로22길
성북구,삼선교로24길
성북구,인촌로1길
성북구,인촌로5길
성북구,동소문로20가길
성북구,동소문로20나길
성북구,동소문로20다길
성북구,동소문로22길
성북구,동소문로24가길
성북구,동소문로24길
성북구,동소문로26길
성북구,동소문로26나길
성북구,보문로30가길
성북구,보문로30나길
성북구,보문로30다길
성북구,보문로30라길
성북구,인촌로7길
성북구,동소문로26다길
성북구,동소문로26라길
성북구,동소문로26마길
성북구,동소문로28길
성북구,보문로34가길
성북구,보문로34나길
성북구,동소문로23길
성북구,동소문로25가길
성북구,동소문로25길
성북구,동소문로27길
성북구,아리랑로2길
성북구,아리랑로4길
성북구,아리랑로4가길
성북구,아리랑로6길
성북구,보문로26길
성북구,인촌로11길
성북구,인촌로13길
성북구,인촌로17가길
성북구,인촌로7나길
성북구,인촌로7다길
성북구,인촌로7라길
성북구,인촌로7마길
성북구,인촌로
성북구,인촌로10길
성북구,인촌로12길
성북구,인촌로14길
성북구,인촌로17길
성북구,인촌로7가길
성북구,인촌로8길
성북구,보문로18길
성북구,보문로22길
성북구,안암로5길
성북구,안암로7길
성북구,안암로9길
성북구,안암로9나길
성북구,인촌로16길
성북구,안암로
성북구,보문로14길
성북구,안암로9가길
성북구,인촌로22길
성북구,개운사1길
성북구,개운사길
성북구,개운사2길
성북구,인촌로24가길
성북구,인촌로24길
성북구,인촌로26길
성북구,인촌로27길
성북구,인촌로28길
성북구,인촌로30길
성북구,안암로1길
성북구,안암로3길
성북구,인촌로2길
성북구,인촌로6길
성북구,보문로13가길
성북구,보문로13다길
성북구,보문로15길
성북구,보문로17길
성북구,보문로19길
성북구,보문로21길
성북구,보문로23길
성북구,지봉로20길
성북구,지봉로24길
성북구,동망산길
성북구,보문로13길
성북구,보문로13나길
성북구,보문로13라길
성북구,보문로13마길
성북구,보문로13바길
성북구,보문로21가길
성북구,보문로9길
성북구,보문사길
성북구,보문로28길
성북구,인촌로3길
성북구,지봉로
성북구,보문로25길
성북구,보문로27길
성북구,지봉로21길
성북구,지봉로23길
성북구,솔샘로
성북구,보국문로
성북구,서경로
성북구,길음로15가길
성북구,길음로9길
성북구,보국문로10길
성북구,보국문로11가길
성북구,보국문로11길
성북구,보국문로12길
성북구,보국문로14길
성북구,보국문로16가길
성북구,보국문로16길
성북구,보국문로16나길
성북구,보국문로16다길
성북구,보국문로16라길
성북구,보국문로17길
성북구,보국문로18가길
성북구,보국문로18길
성북구,보국문로20길
성북구,보국문로22길
성북구,보국문로24길
성북구,보국문로25가길
성북구,보국문로25길
성북구,보국문로27길
성북구,보국문로28길
성북구,보국문로29가길
성북구,보국문로29길
성북구,보국문로29나길
성북구,보국문로29다길
성북구,보국문로29라길
성북구,보국문로29마길
성북구,보국문로29바길
성북구,보국문로2길
성북구,보국문로30가길
성북구,보국문로30길
성북구,보국문로30나길
성북구,보국문로32가길
성북구,보국문로32길
성북구,보국문로32나길
성북구,보국문로34길
성북구,보국문로35가길
성북구,보국문로35길
성북구,보국문로36길
성북구,보국문로37길
성북구,보국문로38길
성북구,보국문로40길
성북구,보국문로4길
성북구,보국문로6길
성북구,보국문로8가길
성북구,보국문로8길
성북구,보국문로8나길
성북구,보국문로8다길
성북구,북악산로1가길
성북구,북악산로1나길
성북구,북악산로1다길
성북구,북악산로1라길
성북구,북악산로3길
성북구,북악산로5길
성북구,서경로11길
성북구,서경로13길
성북구,서경로15길
성북구,서경로18길
성북구,서경로20길
성북구,서경로21가길
성북구,서경로21길
성북구,서경로21나길
성북구,서경로2길
성북구,서경로3길
성북구,서경로5길
성북구,서경로6길
성북구,서경로9가길
성북구,서경로9길
성북구,솔샘로11길
성북구,솔샘로12길
성북구,솔샘로14가길
성북구,솔샘로14길
성북구,솔샘로15가길
성북구,솔샘로15길
성북구,솔샘로15나길
성북구,솔샘로15다길
성북구,솔샘로15라길
성북구,솔샘로16길
성북구,솔샘로17가길
성북구,솔샘로17길
성북구,솔샘로18길
성북구,솔샘로1길
성북구,솔샘로20길
성북구,솔샘로24길
성북구,솔샘로25가길
성북구,솔샘로25길
성북구,솔샘로3길
성북구,솔샘로4길
성북구,솔샘로5가길
성북구,솔샘로5길
성북구,솔샘로6가길
성북구,솔샘로6길
성북구,솔샘로6나길
성북구,솔샘로6다길
성북구,솔샘로6라길
성북구,솔샘로6마길
성북구,솔샘로7길
성북구,솔샘로9길
성북구,아리랑로18길
성북구,아리랑로19가길
성북구,아리랑로19길
성북구,아리랑로19나길
성북구,아리랑로5다길
성북구,정릉로10가길
성북구,정릉로10길
성북구,정릉로10나길
성북구,정릉로10다길
성북구,정릉로10라길
성북구,정릉로12길
성북구,정릉로15길
성북구,정릉로16길
성북구,정릉로17길
성북구,정릉로19길
성북구,정릉로21가길
성북구,정릉로21길
성북구,정릉로23길
성북구,정릉로24가길
성북구,정릉로24길
성북구,정릉로26가길
성북구,정릉로26길
성북구,정릉로27가길
성북구,정릉로27길
성북구,정릉로27나길
성북구,정릉로27다길
성북구,정릉로29길
성북구,정릉로31가길
성북구,정릉로31길
성북구,정릉로31나길
성북구,정릉로32가길
성북구,정릉로32길
성북구,정릉로34길
성북구,정릉로36길
성북구,정릉로38가길
성북구,정릉로38길
성북구,정릉로38나길
성북구,정릉로38다길
성북구,정릉로38라길
성북구,정릉로38마길
성북구,정릉로38바길
성북구,정릉로40길
성북구,정릉로42길
성북구,정릉로6가길
성북구,정릉로6길
성북구,정릉로8가길
성북구,정릉로8길
성북구,정릉로8나길
성북구,정릉로8다길
성북구,정릉로9가길
성북구,정릉로9길
성북구,정릉로9나길
성북구,정릉로9다길
성북구,정릉로9라길
성북구,도봉로
성북구,삼양로
성북구,숭인로
성북구,길음로
성북구,길음로13길
성북구,길음로15길
성북구,길음로1가길
성북구,길음로1길
성북구,길음로3길
성북구,길음로5길
성북구,길음로7길
성북구,도봉로1길
성북구,도봉로3가길
성북구,도봉로3길
성북구,도봉로3나길
성북구,동소문로41길
성북구,동소문로43가길
성북구,동소문로43길
성북구,동소문로43나길
성북구,동소문로43다길
성북구,동소문로47가길
성북구,동소문로47길
성북구,동소문로47나길
성북구,삼양로12길
성북구,삼양로13길
성북구,삼양로15길
성북구,삼양로2가길
성북구,삼양로2길
성북구,삼양로4길
성북구,삼양로6길
성북구,삼양로8가길
성북구,삼양로8길
성북구,삼양로9가길
성북구,삼양로9길
성북구,서경로8길
성북구,숭인로16가길
성북구,숭인로16길
성북구,숭인로2길
성북구,숭인로8길
성북구,종암로
성북구,월곡로
성북구,회기로
성북구,북악산로27길
성북구,북악산로29길
성북구,북악산로31길
성북구,월곡로10길
성북구,월곡로11길
성북구,월곡로13길
성북구,월곡로2길
성북구,월곡로4길
성북구,월곡로5가길
성북구,월곡로5길
성북구,월곡로5나길
성북구,월곡로6길
성북구,월곡로7길
성북구,월곡로8길
성북구,종암로10길
성북구,종암로11길
성북구,종암로13가길
성북구,종암로13길
성북구,종암로14길
성북구,종암로15길
성북구,종암로16길
성북구,종암로18길
성북구,종암로19가길
성북구,종암로19길
성북구,종암로19나길
성북구,종암로19다길
성북구,종암로19라길
성북구,종암로21가길
성북구,종암로21길
성북구,종암로22길
성북구,종암로23길
성북구,종암로24가길
성북구,종암로24길
성북구,종암로25길
성북구,종암로27길
성북구,종암로28길
성북구,종암로30길
성북구,종암로3길
성북구,종암로5길
성북구,종암로6길
성북구,종암로8길
성북구,종암로9가길
성북구,종암로9길
성북구,종암로9나길
성북구,종암로9다길
성북구,회기로3가길
성북구,회기로3길
성북구,오패산로
성북구,화랑로
성북구,월계로
성북구,동소문로40길
성북구,동소문로42가길
성북구,동소문로42길
성북구,동소문로42나길
성북구,동소문로42다길
성북구,동소문로44길
성북구,동소문로46길
성북구,오패산로10길
성북구,오패산로13길
성북구,오패산로15길
성북구,오패산로16길
성북구,오패산로17길
성북구,오패산로19길
성북구,오패산로1가길
성북구,오패산로1길
성북구,오패산로21길
성북구,오패산로3가길
성북구,오패산로3길
성북구,오패산로4길
성북구,오패산로5길
성북구,오패산로6길
성북구,오패산로8길
성북구,월계로10길
성북구,월계로12길
성북구,월계로8길
성북구,월곡로14길
성북구,월곡로16길
성북구,월곡로18가길
성북구,월곡로18길
성북구,월곡로18나길
성북구,장월로1길
성북구,장월로1마길
성북구,종암로32길
성북구,종암로34길
성북구,종암로36가길
성북구,종암로36길
성북구,종암로36나길
성북구,종암로38길
성북구,종암로40길
성북구,화랑로11길
성북구,화랑로13가길
성북구,화랑로13길
성북구,화랑로14길
성북구,화랑로15길
성북구,화랑로1길
성북구,화랑로5가길
성북구,화랑로5길
성북구,화랑로7길
성북구,화랑로9길
성북구,회기로5길
성북구,오패산로16가길
성북구,장월로
성북구,장월로1가길
성북구,장월로1나길
성북구,장월로1다길
성북구,장월로1라길
성북구,장월로2길
성북구,장월로3길
성북구,화랑로15가길
성북구,화랑로17길
성북구,화랑로18가길
성북구,화랑로18길
성북구,화랑로18나길
성북구,화랑로18다길
성북구,화랑로18라길
성북구,화랑로18마길
성북구,화랑로18바길
성북구,화랑로18아길
성북구,화랑로18자길
성북구,화랑로19길
성북구,화랑로21가길
성북구,화랑로21길
성북구,화랑로23길
성북구,화랑로25길
성북구,한천로
성북구,돌곶이로
성북구,장위로
성북구,돌곶이로25길
성북구,돌곶이로26길
성북구,돌곶이로27가길
성북구,돌곶이로27길
성북구,돌곶이로27나길
성북구,돌곶이로28길
성북구,돌곶이로30가길
성북구,돌곶이로30길
성북구,돌곶이로30나길
성북구,돌곶이로31길
성북구,돌곶이로32길
성북구,돌곶이로34길
성북구,돌곶이로37길
성북구,돌곶이로39길
성북구,돌곶이로41가길
성북구,돌곶이로41길
성북구,월계로22길
성북구,월계로32길
성북구,월계로36길
성북구,월계로38길
성북구,월계로40길
성북구,장월로10길
성북구,장월로11길
성북구,장월로12길
성북구,장월로14길
성북구,장월로16길
성북구,장월로17길
성북구,장월로18길
성북구,장월로20길
성북구,장월로21길
성북구,장월로23길
성북구,장월로24길
성북구,장월로26길
성북구,장월로28길
성북구,장월로29길
성북구,장월로31가길
성북구,장월로32길
성북구,장월로38가길
성북구,장월로41길
성북구,장월로42길
성북구,장월로4길
성북구,장월로5길
성북구,장월로6길
성북구,장월로8가길
성북구,장월로8길
성북구,장월로9가길
성북구,장월로9길
성북구,장월로9나길
성북구,장위로10길
성북구,장위로11가길
성북구,장위로11길
성북구,장위로13길
성북구,장위로15길
성북구,장위로16길
성북구,장위로17길
성북구,장위로19길
성북구,장위로20길
성북구,장위로21가길
성북구,장위로21길
성북구,장위로21나길
성북구,장위로21다길
성북구,장위로21라길
성북구,장위로22길
성북구,장위로24길
성북구,장위로26길
성북구,장위로28길
성북구,장위로29길
성북구,장위로30길
성북구,장위로31길
성북구,장위로32길
성북구,장위로33길
성북구,장위로35길
성북구,장위로37길
성북구,장위로38길
성북구,장위로39길
성북구,장위로40가길
성북구,장위로40길
성북구,장위로40나길
성북구,장위로40다길
성북구,장위로40라길
성북구,장위로40마길
성북구,장위로41길
성북구,장위로42길
